ESPÉCIE,AUTOR,NOME_VULGAR,LINK,SINONIMIA_BOTANICA,FAMILIA,FORMA_BIOLOGICA,FLORESTA_OMBROFILA_DENSA,FLORESTA_OMBROFILA_ABERTA,FLORESTA_OMBROFILA_MISTA,FLORESTA_ESTACIONAL_SEMIDECIDUAL,FLORESTA_ESTACIONAL_DECIDUAL,SISTEMA_EDAFICO_PRIMEIRA_OCUPACAO,VEGETACAO_INFLUENCIA_MARINHA,VEGETACAO_INFLUENCIA_FLUVIOMARINHA,VEGETACAO_INFLUENCIA_FLUVIAL,CAMPOS_RUPESTRES,SASV,AREAS_ANTROPIZADAS,OBSERVACAO_SOLO,TEXTURA_CASCALHO,TEXTURA_ARENOSO,TEXTURA_MEDIO,TEXTURA_ARGILOSO,FERTILIDADE_ALTA,FERTILIDADE_BAIXA,BEM_DRENADO,MAL_DRENADO,MODERADAMENTE_DRENADO,SUJEITO_ALAGAMENTO,RASO_CASCALHO,RASO_ROCHA,PROFUNDO,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PE,PI,PB,PR,RJ,RN,RO,RR,RS,SE,SC,SP,TO,TOL_SOMBRA,ESTRATEGIA_OCUPACAO,PERSISTENCIA_FOLHAGEM,PERIODO_FLORACAO,PERIODO_FRUTIFICACAO,PERIODO_COLETA_SEMENTE,ANIMAL_ATRAIDO,ATRATIVO,TIPO_INTERACAO,ESTRATEGIA_DISPERSAO,COLETA_PROCESSAMENTO,SEMENTE_P_KG,PESO_FRESCO,CONDICOES_ARMAZENAMENTO,PRAZO_ARMAZENAMENTO,TOL_DESSECACAO,TOL_FRIO,TIPO_DORMENCIA,TRAT_GERMINACAO,PADRONIZACAO,LENTO,RAPIDO,MUITO_RAPIDO,ALTURA_MEDIA,TEMPO_MEDIO_PLANTIO,DESENVOL_MUDA_CAMPO,FBN,USO_ALIMENTACAO,USO_ARTESANATO,USO_AROMATICO,USO_CORT,USO_COND,USO_COSMETICO,USO_FORRAGEM,USO_FIBRAS,USO_LATEX,USO_MADEIRA,USO_MEDICINAL,USO_MELIFERA,USO_OLEO,USO_ORNAMENTAL,USO_RESINA,USO_RAD,USO_TANINO,USO_TINTURA,USO_TOXICO,REFERENCIA,REFERENCIA1,REFERENCIA2,REFERENCIA3,REFERENCIA4,AMEACADO
Mimosa regnellii,(Burkart) Barneby,Juquiri,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231966/1/Especies-Arboreas-Brasileiras-vol-3-Juquiri.pdf,Mimosa supersetosa var. rufohispidula Burkart; Mimosa supersetosa Burkart,Fabaceae,"Árvore, arbusto",0,0,0,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,-,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-,-,perenifólia,"set-jan. (MG), dez-fev. (PR)",mar-nov,-,,,dispersão,autocórica,"Os frutos podem ser coletados diretamente da árvore, antes de iniciarem a deiscência. Após, podem ser usados na semeadura direta, pois a remoção destas é trabalhosa",100 mil,"1,03 g",ortodoxo,12 meses,1,1,dormência tegumentar,"Os seguintes tratamentos podem ser adotados: Imersão em água em temperatura inicial de 50°C a 96°C, por 12 horas ou imersão em ácido sulfúrico concentrado por 10 minutos",ótimo,0,1,0,4 m,3 meses,-,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,"CARVALHO, P.E.R. Espécies arbóreas brasileiras. Coleção espécies Arbóreas,vol. 3. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2008, 342p.","Dutra, V.F.; Morales, M.; Jordão, L.S.B.; Borges, L.M.; Silveira, F.S.; Simon, M.F.; Santos-Silva, J.; Nascimento, J.G.A.; Ribas, O.D.S. Mimosa in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB31318>. Acesso em: 17 jun. 2022","FOWLER, João AP. Superação de dormência e armazenamento de sementes de espécies florestais. Embrapa Florestas-Capítulo em livro científico (ALICE), 2000.",,,NE
Mimosa scabrella,Benth.,Alecrim-da-beira-do-rio; Bracaatinga,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231675/1/Especies-Arboreas-Brasileiras-vol-1-Bracatinga.pdf,Mimosa bracaatinga var. aspericarpa Hoehne; Mimosa bracaatinga Hoehne; Mimosa secunda Hoehne ex Angely,Fabaceae,Arbusto/ árvore,0,0,1,0,0,0,0,0,0,0,0,1,"Espontaneamente ocorre em terrenos rasos a profundos e de fertilidade química variável, com textura que varia de franca a argilosa, e bem drenados.",1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,-,-,semicaducifólia,junho - agosto,setembro - dezembro,novembro - janeiro,-,-,-,autocórica,Coletar os frutos quando ocorrer a abertura espontânea. Em seguida levar ao sol para completar a liberação das sementes.,66000,"15,15",Condições normais de temperatura e umidade,36 meses,Sim,sim,tegumentar,escarificação; ferver as sementes por 3 minutos ou deixar em água por 48 h.,ótima,0,1,1,30-40,4,rápido,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,"LIEBSCH & SANDRA, 2009","Escolha de espécies, planejamento e sistemas de produção para reflorestamentos em pequenas propriedades no Estado do Paraná.","CARVALHO, 2003","Catharino et al.,1982; Pirani & Cortopassi - Laurino, 1993. Carvalho volume 1",,DD
Mimosa schomburgkii ,Benth.,Jurema-branca,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Mimosa artemisiana Heringer & Paula,Fabaceae,Árvore,1,0,1,0,0,1,0,0,1,0,0,0,"Encontrado principalmente em formações secundárias, geralmente em solos profundos com um lençol freático bastante alto em terreno plano perto de rios e no lado da colina",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,não,recobrimento,Caducifólia,abril - maio,agosto-setembro,-,-,-,-,Autocórica; Anemocórica,"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea. Em seguida, deixá-los ao sol alguns dias para completar a abertura e liberação das sementes.",52000,"19,23",-,-,sem informação,sem informação,sem dormência,não há necessidade,ótima,0,0,0,-,6,rápido,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,DD
Monteverdia aquifolium,(Mart.) Biral,Falsa-Espinheira-Santa; espinheira-santa; folha-de-serra; pau-de-serra; cancorosa; canchim,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Maytenus aquifolia Mart.; Maytenus aquifolium Mart.; Maytenus oxyodonta Reissek; Monteverdia aquifolia (Mart.) A.C. Sm.,Celastraceae,Arbusto/Árvore,0,0,1,1,1,0,0,0,1,0,0,0,"Ocorre, predominantemente, em solos de várzeas aluviais e em solos argilosos profundos de drenagem lenta. Em plantios, apresenta melhor crescimento em solos férteis, bem drenados e com textura argilosa.",0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,indiferente,diversidade,Perenifólia,Jun-Out(SP),Out-Mar(SP),-,-,-,-,zoocórica,"Os frutos podem ser colhidos da árvore, no estágio de maturação- caracterizado pela ocorrência de valvas abertas- com coloração do pericarpo vermelho-escura e com o arilo exposto. Em seguida, secar a sombra até completar a abertura e a liberação das sementes.",10090,"99,10802775","São de comportamento ortodoxo com relação ao armazenamento e, quando armazenadas fora da câmara fria, perdem a viabilidade rapidamente.",-,sim,sim,sem dormência,não é necessário,Boa,1,0,0,-,9,Lento,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,"(CARVALLHO, 2008)",http://reflora.jbrj.gov.br/,,,,DD
Monteverdia gonoclada,(Mart.) Biral,Guarapoca,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Maytenus gonoclada Mart.; Maytenus robusta Reissek; Maytenus glazioviana Loes.; Maytenus lagoensis Warm.; Maytenus salicifolia Reissek; Maytenus alaternoides Reissek; Maytenus pyraster Reissek; Maytenus gonoclados Mart.; Maytenus alaternoides var. angustifolia Reissek; Maytenus alaternoides subsp. latifolia Reissek; Monteverdia robusta (Reissek) Biral,Celastraceae,Arbusto/Árvore,1,0,1,1,1,0,1,0,0,0,0,1,"Ocorre, espontaneamente, em terrenos rasos a profundos e de fertilidade química variável, com textura que varia de franca a argilosa e bem drenados.",0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,não,diversidade,Perenifólia,Mai-Set(PR); Set (DF); Set-Dez (SP),Out-Jan(PR); Nov-Mai (SP);,-,-,-,-,zoocórica,"Os frutos podem ser colhidos da árvore quando maduros, caracaterizado pela ocorrência de valvas abertas e coloração do pericarpo vermelho-escuro e com arilo exposto. Em seguida, devem permanecer à sombra até completarem a abertura e a liberação das sementes.",13500,"74,07",São de comportamento fisiológico ortodoxo. Devem ser armazenadas em câmara fria.,-,sim,sim,sem dormência,não há necessidade,boa,1,0,0,-,9,moderado,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"CARVALHO, 2006v2",,,,,DD
Monteverdia ilicifolia,(Mart. ex Reissek) Biral,Espinheira-santa; Cancerosa,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Maytenus officinalis Mabb.; Maytenus muelleri Schw.; Maytenus castaneaeformis Reissek; Maytenus macrodonta Reissek; Maytenus ilicifolia Mart. ex Reissek; Maytenus castaneiformis Reissek; Maytenus acanthophylla var. eurostos Loes.,Celastraceae,Subarbusto /Arbusto/Árvore,1,0,1,1,1,0,1,0,0,0,0,0,"Em várzeas aluviais e em beiras de córregos, e em solos argilosos profundos de drenagem lenta.",0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,sim,diversidade,Perenifólia,"Set - Set (RS); Ago -  Out (MS, PR).",outubro - novembro,Ago - Out(SP); Out - Set (RS); Dez - Out (PR); Out (MS).,-,-,-,zoocórica,"Gerais, Goiás e Mato Grosso do Sul, em matas semideciduas, ciliares e polpa para facilitar a retirada da semente através de lavagem em água",3200,"312,00",Em câmara fria (5ºC e 85% UR) ou em câmara seca (15ºC e 45% UR).,120 dias,Sim,Sim,,desnecessário,regular,1,0,0,30-40,5-7,lento,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"LIEBSCH & SANDRA, 2009","ZUCHIWSCHIet al., 2010","CHAVES & MANFREDI, 2010","BORBA & MACEDO, 2006","SHANLEYet al., 2005",DD
Moquiniastrum polymorphum ,(Less.) G. Sancho,"Cambará, balieira-preta, camará, candeia",https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Spadonia polymorpha Less.; Baccharis lessingiana DC.; Gochnatia polymorpha (Less.) Cabrera,Asteraceae,"Árvore, arbusto",1,0,0,0,0,0,0,0,1,0,0,0,"Ocorre em solos álicos, podendo ser encontrada em terrenos úmidos, às margens do rio. Tolera solos pedregosos, rasos, declivosos e aluviais.",0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,-,-,perenifólia,out-dez,dez-fev.,Janeiro-Março,,,dispersão,anemocórica,"Os frutos devem ser colhidos antes da queda natural, após secar os frutos ao sol e protege-los com uma tela fina. As sementes podem ser retiradas por maceração.
Coletar os frutos de coloração marrom-escura e já secos direto da árvore, com podão, quando outros frutos da árvore já tiverem começado a cair.",2100000,"0,4761904762",Apresentam comportamento ortodoxo ao armazenamento,< 3 meses,sim,1,sem dormência,não é necessário,ruim,1,0,0,6-8m,5 meses,bom,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,"CARVALHO, P.E.R. Espécies Arbóreas Brasileiras. Coleção Espécies Arbóreas Brasileiras, vol. 1.  Brasília: Embrapa Informações Tecnológica; Colombo, PR: Embrapa Florestas, 2003. 280p.","LORENZI, Harri. Árvores Brasileiras: Manual de Identificação e Cultivo de Plantas Arbóreas Nativas do Brasil. Vol. 1 – 3. ed. Nova Odessa, SP. 89p.","Sancho, G.; Roque, N. Moquiniastrum in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB130869>. Acesso em: 08 jun. 2022","(NOGUEIRA;BRANCALION,2016)",,LC
Myrocarpus frondosus,Allemão,Cabriúva,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231678/1/Especies-Arboreas-Brasileiras-vol-1-Cabriuva.pdf,,Fabaceae,Árvore,1,0,1,1,1,0,0,0,0,0,0,0,"Ocorre em solo de fertilidade química elevada, profundo, e úmido, com drenagem boa e textura franca a argilosa.",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,sim,diversidade,Caducifólia,setembro - outubro,dezembro-novembro,novembro - dezembro,-,-,-,,Colher os frutos quando iniciarem a queda espontânea. Os frutos podem ser utilizados diretamente na semeadura.,5100,"196,08",-,3,Não,Não,-,-,boa,1,0,0,30-40,9,lento,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,,,,,"RUSCHELet al., 2003",DD
Myroxylon peruiferum,L.f.,"Cabriúva-vermelha, bálsamo, óleo-vermelho",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232288/1/Especies-Arboreas-Brasileiras-vol-2-Cabriuva-Vermelha.pdf,,Fabaceae,Árvore,1,0,0,1,0,0,0,0,1,0,0,1,"Ocorre, naturalmente, em terrenos pedregosos e em encostas com solos de boa fertilidade. Ocorre, indiferentemente, nos solos secos ou úmidos.",1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,indiferente,diversidade,Caducifólia,Mai-Set(SP); Ago-Set(MG/RJ); Nov (PE),Ago-Dez(SP); Out (PR); Nov-Dez(MG); Dez(RJ),-,-,-,-,anemocórica,"Usando-se escadas ou podões, os frutos samariformes são derrubados quando amarelo-pardacentos e, posteriormente, catados no chão.",1470,"680,2721088","Sementes com comportamento ortodoxo ao armazenamento. Sementes dessa espécie  com 59% de germinação inicial, quando armazenadas após secagem a 5°C e a 18°C, apresentaram respectivamente, 64% e 65% de germinação.",< 1 ano,sim,sim,Fisiológica,"Água sanitária, por 10 min, parece ter sido favorável à superação da dormência no material com casca",boa,0,1,0,-,5,lento,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,"CARVALHO, 2006v2",,,,,DD
Myrsine coriacea,(Sw.) R.Br. ex Roem. & Schult.,Capororoca; uvinha; cipó-ponte; costela-de-vaca,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Rapanea ferruginea (Ruiz & Pav.) Mez; Rapanea schwackeana Mez; Rapanea villicaulis Mez; Myrsine capororoca Casar.; Myrsine flocculosa Mart.; Rapanea paulensis Mez; Myrsine paulensis A.DC.; Myrsine saligna (Willd. ex Schult. & Schult. f.) A. DC.; Myrsine tomentosa Presl.; Myrsine ferruginea (Ruiz & Pav.) Spreng.; Myrsine popayanensis Kunth.; Myrsine villicaulis (Mez) Imkhan.,Primulaceae,Árvore,0,0,0,0,0,0,1,0,0,0,0,0,"Ocorre em solos de textura média a argilosa, preferencialmente profundos. Tolera inundação temporária.",0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,não,recobrimento,Perenifólia,-,agosto - outubro,novembro - março,-,-,-,zoocórica,"Coleta dos frutos de coloração roxa passando para o preto direto da árvore, com o podão. Esfregar os frutos em peneira sob água corrente para a remoção da polpa e separação das sementes.",53500,"18,69",As sementes tem comportamento ortodoxo ao armazenamento,-,-,-,-,-,-,0,0,0,-,-,rápido,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,"LIEBSCH & SANDRA, 2009","CAPPELATTI & SCHIMITTI, 2009","CHAVES & MANFREDI, 2010","MARTINSet al., 2011","SANQUETTAet al., 2010",DD
Myrsine guianensis,(Aubl.) Kuntze,Capororoca-branca,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Rapanea guianensis Aubl.; Rapanea oblonga Pohl ex Miq.; Myrsine rapanea var. robusta Miq.; Myrsine rapanea var. communis Miq.; Myrsine rapanea form. umbrosa Roem. & Schult.; Myrsine maritima Casar.; Rapanea glaucorubens Mez; Myrsine rapanea Roem. & Schult.,Primulaceae,Árvore,1,0,0,0,0,0,0,0,0,0,0,0,Tolerante de uma ampla gama de solos de arenoso a argiloso; De moderadamente ácido a moderadamente alcalino e também um pouco salinos. As plantas estabelecidas são muito tolerantes à seca e também podem tolerar curtos períodos de inundação.,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,não,-,-,-,-,Janeiro a Março,-,-,-,zoocórica,"Coletar os frutos de coloração roxa passando para o preto direto da árvore, com podão. Esfregar os frutos em peneira sob água corrente para separação das sementes da polpa.",60470,"16,53712585",As sementes tem comportamento ortodoxo ao armazenamento,< 1 ano,sim,-,Sem dormência,não há necessidade,regular,0,1,0,-,4,rápido,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"NOGUEIRA,2016",,,,,DD
Nectandra grandiflora,Nees & Mart,Canela-amarela; canela-fedida; caneleira,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231887/1/Especies-Arboreas-Brasileiras-vol-4-Caneleira.pdf,Nectandra grandiflora var. obovata Meisn.; Nectandra grandiflora var. cuneata Meisn.; Nectandra grandiflora var. longifolia Meisn.,Lauraceae,Árvore,1,0,1,1,1,0,1,0,1,0,0,0,"Ocorre, naturalmente, em vários tipos de solos. Em plantios, tem crescido melhor em solos de fertilidade alta, bem drenados e com textura argilosa",0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,sim,diversidade,Perenifólia,Fev-Dez(SP); Mar-Nov(RS); Mai-Dez(PR),Out-Mar(PR/RS); Nov-Fev(SP); Dezembro (MG),-,-,,Dispersão,zoocórica,"Os frutos devem ser colhidos diretamente da árvore, quando iniciar a a queda espontânea, ou recolhidos no chão. Devem ser acondicionados por 2 dias em sacos de aniagem. Depois macerados em peneira sob água corrente, para eliminação da polpa.",880,"1136,363636",As sementes apresentam comportamento do tipo recalcitrante ao armazenamento.,-,não,não,Física e Fisiológica,"Recomenda-se escarificação em ácido sulfúrico concentrado por 5 min, associada a estratificação em areia úmida por 30 dias, devendo-se usa apenas uma camada de sementes.",Boa,X,0,0,-,9,Lento,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,"(CARVALHO, 2010)",http://reflora.jbrj.gov.br/,,,,LC
Nectandra lanceolata,Nees,Canela-branca; Canela-amarela,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231682/1/Especies-Arboreas-Brasileiras-vol-1-Canela-Branca.pdf,,Lauraceae,Árvore,1,0,0,1,1,0,0,0,0,0,0,0,"Naturalmente ocorre em vários tipos de solos. Em plantios experimentais, tem crescido melhor em solos de fertilidade químicq elevada, com drenagem boa e textura argilosa.",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,indiferente,diversidade,semicaducifólia,setembro - dezembro,dezembro - janeiro,janeiro - março,-,-,-,zoocórica,Deixá-los amontoados alguns dias e proceder com o despolpamento em água corrente; em seguida deixá-los secar à sombra.,980,"1020,41",-,-,Não,Não,-,,regular,1,0,0,30-40,9,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"LIEBSCH & SANDRA, 2009","BOTRELet al., 2006","RUSCHELet al., 2003","CARVALHO, 2003","Morellato, 1991. Carvalho volume 1",DD
Nectandra leucantha,Nees & Mart.,Canela-branca; Canela-amarela,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Nectandra longifolia var. nitida Meisn.,Lauraceae,Árvore,1,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,-,-,Perenifólia,Ago (RJ); Ago - Out (SP); Set - Dez (PR); Out - Jan(RS e SC).,"Out (SP); Jan (RJ, PR e RS); Mar (MG e ES).",Out - Mar (SP); Jan (RJ) Jan - Mar (PR); Jan - Mar (RS); Mar (MG); Mar - Abri(ES).,-,-,-,zoocórica,"A semente é extraída do fruto por maceração, após permanência em água. Depois de retirada da polpa, a semente deve ser seca em ambiente ventilado.",1800,"555,56","Por seu comportamento recalcitrante em relação ao armazenamento, sua viabilidade é curta em ambientes não controlados",-,-,-,-,"Tratamento pré-germinativo: escarificação em ácido sulfúrico concentrado por 5 minutos, associada a estratificação em areia úmida por 30 dias.",boa,1,0,0,-,9,-,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,"UBESSI-MACARINIet al., 2011",,,,DD
Nectandra megapotamica,(Spreng.) Mez,Canela-batalha; Canelinha-branca; Canela-preta,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232358/1/Especies-Arboreas-Brasileiras-vol-2-Canela-Imbuia.pdf,Oreodaphne tweediei var. cymulosa Meisn.; Nectandra tweediei (Meisn.) Mez; Oreodaphne tweediei Meisn.; Nectandra saligna Nees & Mart.; Tetranthera megapotamica Spreng.; Nectandra racemifera Meisn.; Nectandra saligna var. obscura Meisn.,Lauraceae,Árvore,0,0,1,1,1,0,0,0,0,0,0,0,Espécie sem afinidades pronunciadas por determinados solos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,sim,diversidade,Perenifólia,junho - setembro,maio - dezembro,novembro - janeiro,-,-,-,zoocórica,Despolpá-los em água corrente; em seguida deixá-los secar à sombra.,3500,285,Não deve-se armazenar devido ao seu comportamento recalcitrantes.,3 meses,Não,Não,,Para acelerar e uniformizar a germinação recomenda-se imersão em água fria por 48h.,ótima,1,0,0,30-40,9-12,lento,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,"FUNDAÇÃO FLORESTAL, 2008","BOTRELet al., 2006","SANQUETTAet al., 2010","RUSCHELet al., 2003","ZUCHIWSCHIet al., 2010",DD
Nectandra membranacea,(Sw.) Griseb.,Canela-loura; Canela-pinha,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232183/1/Especies-Arboreas-Brasileiras-vol-3-Canelao.pdf,Nectandra leucothyrsus Meisn.; Nectandra cuspidata var. macrocarpa Nees; Nectandra laevis Mez; Nectandra bondarii Coe-Teix.; Nectandra cuspidata var. strumosa (Griseb.) Meisn.; Oreodaphne strumosa Griseb.; Laurus membranacea Sw.,Lauraceae,Árvore,1,0,1,1,0,0,0,0,1,0,0,0,"ocorre, naturalmente, em solos úmidos de meia encosta e fundo de vale.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,não,-,Perenifólia,janeiro - março,março - junho,junho - agosto,-,-,-,-,Colher os frutos quando iniciarem queda espontânea. Em seguida deixá-los amontoados em saco plástico até a decomposição parcial da polpa para facilitar a remoção da semente através da lavagem.,1300,"769,23",-,-,-,-,-,-,boa,0,1,1,-,-,-,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Paulo Ernani,"CARVALHO, 2008","SANQUETTAet al., 2010",,,DD
Nectandra oppositifolia,Nees & Mart.,Canela-amarela,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Nectandra oppositifolia var. attenuata Meisn.; Nectandra labouriaviana Machado; Nectandra oppositifolia var. amplifolia Meisn.; Nectandra oppositifolia var. angustifolia Meisn.; Nectandra schottii Meisn.,Lauraceae,Árvore,0,0,0,0,0,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,-,-,Perenifólia,janeiro - maio,março - julho,julho - novembro,-,-,-,-,,1300,"769,23",-,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,gaui 2010,"BOTRELet al., 2006",,,,DD
Nectandra reticulata,(Ruiz & Pav.) Mez,Canela-nhuçara,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Nectandra mollis var. intermedia Meisn.; Nectandra mollis (Kunth) Nees; Nectandra villosa Nees & Mart.; Laurus aestivalis Vell.; Nectandra laurel var. triquetra Meisn.; Nectandra mollis var. attenuata Meisn.; Nectandra mollis var. villosa (Nees & Mart.) Meisn.; Nectandra mollis var. venosa (Nees) Meisn.; Nectandra villosa var. venosa Nees; Laurus reticulata Ruiz & Pav.,Lauraceae,Árvore,1,0,1,1,0,0,0,0,1,0,0,0,-,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-,,-,-,-,-,-,-,Dispersão,zoocórica,,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,DD
Ocotea catharinensis,Mez,"Canela-preta, canela, canela-coqueiro",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231684/1/Especies-Arboreas-Brasileiras-vol-1-Canela-Preta.pdf,,Lauraceae,Árvore,1,0,0,0,0,0,0,0,0,0,0,0,Ocorre em solos ricos de matéria orgânica,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,sim,-,perenifólia,dez-jan.,jun-ago,-,-,-,dispersão,zoocórica,"Os frutos podem ser coletados diretamente da árvore quando apresentarem coloração verde-amarelada com muitas manchas pretas. Também podem ser recolhidos do chão depois da queda. Lavar os frutos com água, macera-los e seca-los ao sol.",,-,recalcitrante,curto período,0,0,dormência tegumentar,Fazer a remoção do pericarpo,ruim,1,0,0,25-30,9-11 meses,ruim,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,"CARVALHO, P.E.R. Espécies Arbóreas Brasileiras. Coleção Espécies Arbóreas Brasileiras, vol. 1.  Brasília: Embrapa Informações Tecnológica; Colombo, PR: Embrapa Florestas, 2003. 313p.","LORENZI, Harri. Árvores Brasileiras: Manual de Identificação e Cultivo de Plantas Arbóreas Nativas do Brasil. Vol. 1 – 3. ed. Nova Odessa, SP. 125p.",,,,VU
